cnae_classe;regiao_administrativa;saldo
Fabricação de periféricos para equipamentos de informática;Sorocaba;  -319
Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;Campinas;     4
Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;São José dos Campos;    -2
Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;São Paulo;    -4
Fabricação de pneumáticos e de câmaras-de-ar;Campinas;   150
Fabricação de pneumáticos e de câmaras-de-ar;Franca;     1
Fabricação de pneumáticos e de câmaras-de-ar;Ribeirão Preto;    -5
Fabricação de pneumáticos e de câmaras-de-ar;São José dos Campos;     0
Fabricação de pneumáticos e de câmaras-de-ar;São Paulo;   -73
Fabricação de pneumáticos e de câmaras-de-ar;Sorocaba;    -1
Fabricação de preparações farmacêuticas;Barretos;     1
Fabricação de preparações farmacêuticas;Campinas;     3
Fabricação de preparações farmacêuticas;Ribeirão Preto;     1
Fabricação de preparações farmacêuticas;São José dos Campos;    -6
Fabricação de preparações farmacêuticas;São Paulo;     0
Fabricação de produtos à base de café;Araçatuba;    -2
Fabricação de produtos à base de café;Campinas;     2
Fabricação de produtos à base de café;Marília;     0
Fabricação de produtos à base de café;São José do Rio Preto;     1
Fabricação de produtos à base de café;São Paulo;    -6
Fabricação de produtos alimentícios não especificados anteriormente;Araçatuba;    -2
Fabricação de produtos alimentícios não especificados anteriormente;Barretos;    12
Fabricação de produtos alimentícios não especificados anteriormente;Bauru;   -11
Fabricação de produtos alimentícios não especificados anteriormente;Campinas;    71
Fabricação de produtos alimentícios não especificados anteriormente;Franca;     1
Fabricação de produtos alimentícios não especificados anteriormente;Itapeva;    -5
Fabricação de produtos alimentícios não especificados anteriormente;Marília;   -85
Fabricação de produtos alimentícios não especificados anteriormente;Presidente Prudente;    -6
Fabricação de produtos alimentícios não especificados anteriormente;Região Administrativa Central;  -142
Fabricação de produtos alimentícios não especificados anteriormente;Registro;    -7
Fabricação de produtos alimentícios não especificados anteriormente;Ribeirão Preto;   -57
Fabricação de produtos alimentícios não especificados anteriormente;Santos;    -6
Fabricação de produtos alimentícios não especificados anteriormente;São José do Rio Preto;   -40
Fabricação de produtos alimentícios não especificados anteriormente;São José dos Campos;   -18
Fabricação de produtos alimentícios não especificados anteriormente;São Paulo;  -493
Fabricação de produtos alimentícios não especificados anteriormente;Sorocaba;  -161
Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;Araçatuba;     2
Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;Bauru;    -7
Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;Campinas;   -82
Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;Marília;     3
Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;Presidente Prudente;    10
Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;Região Administrativa Central;  -343
Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;Ribeirão Preto;     9
Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;São José dos Campos;    -1
Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;São Paulo;   -14
Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;Sorocaba;     0
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;Araçatuba;     9
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;Bauru;   -17
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;Campinas; -1094
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;Itapeva;   -28
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;Marília;    -8
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;Presidente Prudente;   -19
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;Região Administrativa Central;   -15
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;Ribeirão Preto;    -6
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;São José do Rio Preto;    -5
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;São José dos Campos;    -6
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;São Paulo;    72
Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;Sorocaba;   -68
Fabricação de produtos cerâmicos refratários;Araçatuba;    -1
Fabricação de produtos cerâmicos refratários;Campinas;   -42
Fabricação de produtos cerâmicos refratários;Presidente Prudente;     7
Fabricação de produtos cerâmicos refratários;Ribeirão Preto;    -1
Fabricação de produtos cerâmicos refratários;São José do Rio Preto;    -1
Fabricação de produtos cerâmicos refratários;São Paulo;     1
Fabricação de produtos cerâmicos refratários;Sorocaba;     0
Fabricação de produtos de carne;Araçatuba;   -49
Fabricação de produtos de carne;Barretos;    26
Fabricação de produtos de carne;Bauru;    39
Fabricação de produtos de carne;Campinas;   -86
Fabricação de produtos de carne;Franca;    -3
Fabricação de produtos de carne;Itapeva;     1
Fabricação de produtos de carne;Marília;    10
Fabricação de produtos de carne;Presidente Prudente;   -15
Fabricação de produtos de carne;Região Administrativa Central;     6
Fabricação de produtos de carne;Ribeirão Preto;   -30
Fabricação de produtos de carne;São José do Rio Preto;  -485
Fabricação de produtos de carne;São José dos Campos;    -4
Fabricação de produtos de carne;São Paulo;  -316
Fabricação de produtos de carne;Sorocaba;  -279
Fabricação de produtos de limpeza e polimento;Araçatuba;    26
Fabricação de produtos de limpeza e polimento;Barretos;    -1
Fabricação de produtos de limpeza e polimento;Bauru;    20
Fabricação de produtos de limpeza e polimento;Campinas;    67
Fabricação de produtos de limpeza e polimento;Franca;    -8
Fabricação de produtos de limpeza e polimento;Marília;     3
Fabricação de produtos de limpeza e polimento;Presidente Prudente;     2
Fabricação de produtos de limpeza e polimento;Região Administrativa Central;    51
Fabricação de produtos de limpeza e polimento;Ribeirão Preto;     8
Fabricação de produtos de limpeza e polimento;Santos;    10
Fabricação de produtos de limpeza e polimento;São José do Rio Preto;    64
Fabricação de produtos de limpeza e polimento;São José dos Campos;     9
Fabricação de produtos de limpeza e polimento;São Paulo;   148
Fabricação de produtos de limpeza e polimento;Sorocaba;    27
Fabricação de produtos de metal não especificados anteriormente;Araçatuba;   -92
Fabricação de produtos de metal não especificados anteriormente;Bauru;  -156
Fabricação de produtos de metal não especificados anteriormente;Campinas;  -765
Fabricação de produtos de metal não especificados anteriormente;Franca;   -47
Fabricação de produtos de metal não especificados anteriormente;Itapeva;    -7
Fabricação de produtos de metal não especificados anteriormente;Marília;     8
Fabricação de produtos de metal não especificados anteriormente;Presidente Prudente;    -3
Fabricação de produtos de metal não especificados anteriormente;Região Administrativa Central;   -61
Fabricação de produtos de metal não especificados anteriormente;Registro;    49
Fabricação de produtos de metal não especificados anteriormente;Ribeirão Preto;    -2
Fabricação de produtos de metal não especificados anteriormente;Santos;     0
Fabricação de produtos de metal não especificados anteriormente;São José do Rio Preto;   -60
Fabricação de produtos de metal não especificados anteriormente;São José dos Campos;   -98
Fabricação de produtos de metal não especificados anteriormente;São Paulo;  -884
Fabricação de produtos de metal não especificados anteriormente;Sorocaba;  -257
Fabricação de produtos de minerais não-metálicos não especificados anteriormente;Bauru;     0
Fabricação de produtos de minerais não-metálicos não especificados anteriormente;Campinas;   -64
Fabricação de produtos de minerais não-metálicos não especificados anteriormente;Franca;    -1
Fabricação de produtos de minerais não-metálicos não especificados anteriormente;Itapeva;   -20
Fabricação de produtos de minerais não-metálicos não especificados anteriormente;Marília;     2
Fabricação de produtos de minerais não-metálicos não especificados anteriormente;Presidente Prudente;     0
Fabricação de produtos de minerais não-metálicos não especificados anteriormente;Região Administrativa Central;    -5
